6.071947	8.236043	ECT
24.980693	27.056124	NOISE
27.624240	29.633992	NOISE
77.976412	80.294852	NOISE
84.554081	87.351971	NOISE
125.136625	127.330276	NOISE
130.154437	133.123091	NOISE
136.269075	139.037410	NOISE
142.544625	145.000988	NOISE
147.877693	150.731409	NOISE
154.793604	157.286091	NOISE
159.643937	162.392569	NOISE
165.949042	168.829030	NOISE
171.620352	174.848435	NOISE
206.153936	208.836890	NOISE
212.225883	215.017206	NOISE
217.726430	220.787033	NOISE
223.509394	226.494467	NOISE
235.147566	238.231156	NOISE
240.782753	243.547805	NOISE
246.634679	249.212547	NOISE
252.325693	255.258223	NOISE
258.371368	260.913114	NOISE
263.845644	266.499042	NOISE
269.490683	272.442917	NOISE
275.638160	278.531284	NOISE
281.608306	284.412764	NOISE
286.836289	289.722845	NOISE
