1.170713	3.551064	NOISE
11.728094	11.928702	W
11.781988	12.581427	MW
11.997567	12.171228	W
42.672655	44.121825	ECT
43.235556	43.567906	MW
43.271485	43.373287	W
43.436164	43.549942	W
49.631064	50.726924	MW
49.631064	49.747836	W
49.765801	49.933474	W
49.933474	50.122105	W
50.122105	50.322713	W
50.322713	50.520327	W
50.520327	50.726924	W
53.125240	54.128281	MW
53.140211	53.289918	W
53.301895	53.481544	W
53.481544	53.667181	W
53.667181	53.864795	W
53.879766	54.080374	W
57.305076	57.487719	W
58.634480	59.565661	MW
58.667415	58.781193	W
58.799158	58.972819	W
58.990784	59.152468	W
59.188398	59.356070	W
59.371041	59.565661	W
60.796257	61.772351	MW
60.796257	60.895064	W
60.922012	61.098667	W
61.086690	61.275322	W
61.254363	61.442994	W
61.442994	61.613661	W
61.592702	61.805287	W
63.470035	64.314386	BPS
68.206784	69.161918	W
70.296702	71.209918	BPS
72.647111	73.754947	W
79.554620	81.554713	MW
79.599532	80.198363	W
80.261240	80.952889	W
80.809170	81.521778	W
81.773287	82.180491	W
81.788257	83.491930	MW
82.168515	82.863158	W
82.674526	83.473965	W
83.976982	84.372211	W
84.036865	85.701614	MW
84.360234	85.069848	W
84.914152	85.668678	W
86.303439	88.261614	ECT
94.085240	94.806830	W
94.112187	95.767953	MW
94.636164	95.375719	W
95.411649	95.791906	W
98.561497	100.034620	BPS
127.266433	129.871345	NOISE
143.324070	144.806175	MW
143.473778	144.162433	W
144.051649	144.836117	W
145.054690	146.545778	MW
145.090620	145.740351	W
145.105591	146.452959	W
145.842152	146.518830	W
148.189567	148.947088	W
148.258433	150.836398	MW
148.680608	149.435135	W
149.480047	150.174690	W
150.010012	150.791485	W
151.716678	153.228725	MW
151.716678	152.570012	W
152.411322	153.168842	W
154.761731	156.719906	NOISE
159.621240	161.759064	NOISE
164.714292	167.549754	NOISE
172.681731	174.059041	MW
172.699696	173.391345	W
173.340444	174.041076	W
179.286830	180.071298	W
179.298807	180.679111	MW
179.894643	180.667135	W
180.978526	182.580398	W
184.161310	188.631579	MW
184.161310	186.098526	W
185.861988	186.559626	BPS
185.939836	186.625497	W
186.496749	188.383064	W
187.844117	188.712421	W
189.134596	189.975953	W
189.185497	191.670643	MW
189.844211	190.469988	W
190.164585	191.631719	W
194.065965	194.832468	W
194.083930	204.054456	MW
194.679766	195.416327	W
195.560047	197.452351	W
197.248749	197.901474	W
197.901474	199.419509	W
199.617123	201.015392	W
200.656094	201.326784	W
201.227977	202.060351	W
202.036398	203.758035	W
203.407719	204.162246	W
204.314947	206.027602	W
204.362854	206.240187	MW
204.458667	205.159298	W
206.812070	208.506760	MW
206.812070	208.294175	W
207.794152	208.518737	W
208.979836	210.725427	W
211.444023	213.614784	MW
211.473965	213.156678	W
211.665591	212.405146	W
212.746480	213.572865	W
214.063906	215.743626	MW
214.093848	214.614830	W
214.207626	215.749614	W
216.351439	218.312608	NOISE
237.681778	238.876444	BPS
239.756725	241.116070	BPS
288.762012	290.591439	NOISE
