0.593422	2.951654	NOISE
6.308195	8.202818	NOISE
11.259557	13.531249	NOISE
19.963074	21.795882	NOISE
24.738264	26.419625	ECT
32.712367	33.729219	ECT
35.923643	37.982074	BPS
40.630836	43.999740	MW
40.667925	40.834825	W
41.369523	41.959854	BPS
42.018578	42.324561	W
42.738719	43.007614	W
43.588672	43.835931	W
45.786187	46.908125	BPS
112.308132	114.280023	BPS
120.050430	122.115042	ECT
153.473666	155.838080	NOISE
158.527022	160.804896	NOISE
169.174613	170.401636	w
171.396853	174.435048	MW
174.849207	175.417903	W
174.963565	176.598565	ECT
176.598565	178.412828	MW
179.080427	179.293688	w
179.831476	180.035465	w
180.165276	180.699974	W
180.832875	182.925305	MW
183.256014	183.599085	W
183.515636	184.637573	W
184.717932	184.863197	W
184.986827	185.196997	W
187.227611	188.482451	W
188.878065	189.187139	W
189.480759	189.771288	W
190.364710	190.673784	W
192.030618	192.450958	W
196.493643	196.815079	W
200.137622	200.486876	W
202.038426	203.342717	W
208.272444	210.553408	MW
211.378635	212.370762	W
216.277454	217.155224	W
219.096207	221.476075	NOISE
224.310281	226.906501	NOISE
229.787068	232.259658	NOISE
236.348704	238.394772	NOISE
243.955009	244.257902	W
262.972318	265.494360	NOISE
273.589001	275.267272	BPS
276.942452	278.333284	ECT
280.453530	281.723823	ECT
283.028114	284.718747	ECT
