0.032936	2.089918	NOISE
2.104889	4.335532	NOISE
5.395462	7.688982	NOISE
17.255298	19.590737	NOISE
22.656749	24.405333	ECT
25.543111	26.417404	FB
27.414456	28.701942	FB
31.815860	32.962620	ECT
33.675228	34.085427	FB
36.375953	38.154480	NOISE
40.331228	42.376234	NOISE
44.118830	46.071018	BPS
45.897357	47.798643	BPS
62.452023	64.721591	NOISE
65.727626	67.859462	NOISE
67.961263	71.206924	NOISE
80.306152	82.345170	NOISE
85.680655	87.602901	NOISE
94.675088	96.241029	ECT
102.127532	104.229427	NOISE
110.984234	111.166877	W
114.942503	116.897684	NOISE
119.287018	121.490713	NOISE
124.969918	127.005942	NOISE
127.062830	129.562947	NOISE
130.030035	133.099041	NOISE
133.209825	136.060257	NOISE
139.799953	140.144281	W
142.518643	144.782222	NOISE
156.411509	157.687018	BPS
157.806784	159.390690	BPS
161.726129	163.304047	ECT
165.950877	166.127532	W
188.317193	190.586760	NOISE
190.685567	193.293474	NOISE
193.485099	195.545076	NOISE
195.652865	197.626012	NOISE
204.755088	206.797099	NOISE
227.657357	228.121450	FB
244.978526	246.340865	NOISE
246.694175	248.736187	NOISE
248.751158	251.550690	NOISE
252.694456	255.377216	NOISE
274.941006	277.456094	NOISE
294.810199	296.501895	ECT
