24.402726	26.862373	NOISE
30.106875	32.862074	NOISE
50.013929	52.946460	NOISE
55.238628	58.469994	NOISE
65.129761	65.310376	W
69.057316	70.121302	W
70.436558	71.759973	W
73.204893	74.718775	BPS
76.107868	76.373865	W
76.754798	78.203002	MW
76.767934	77.533084	W
77.372173	78.055226	W
78.150459	78.869635	BPS
78.465714	78.777686	W
79.115928	79.421332	W
79.736587	80.041991	W
80.327691	80.688921	W
80.636378	80.895807	W
80.849832	81.168371	W
92.182601	94.133243	NOISE
127.074131	129.560050	NOISE
137.070349	139.037410	ECT
147.312860	148.902272	BPS
189.717973	191.698170	ECT
193.757181	195.428690	BPS
249.521234	251.179608	BPS
257.396048	259.074125	BPS
268.709113	269.914307	BPS
274.163685	276.022378	ECT
