2.020183	3.564007	NOISE
38.505182	40.848733	NOISE
44.572686	47.503864	NOISE
52.684713	55.761929	NOISE
102.020998	104.089861	ECT
118.102492	120.251328	BPS
120.167878	121.889032	ECT
167.810825	170.828930	NOISE
174.142587	177.028564	NOISE
204.285392	206.886248	BPS
206.726302	208.680421	BPS
218.256299	220.359932	BPS
220.234757	221.775104	BPS
223.113779	224.814071	BPS
225.857195	226.955952	BPS
226.608244	228.138160	BPS
229.834975	231.027613	FB
255.669677	256.740618	BPS
290.127538	291.219341	BPS
