6.446603	7.112560	BPS
24.471398	24.833111	W
24.484920	25.739083	MW
24.893960	25.201585	W
25.377370	25.644429	W
36.472152	36.722309	W
37.273330	37.601238	W
39.636295	40.505082	W
58.952439	59.199215	FB
59.868553	60.155895	FB
62.518861	62.961705	W
62.535763	63.921766	MW
62.975227	63.921766	W
65.182690	65.912877	W
69.837631	70.087787	W
83.021558	85.374382	MW
83.062124	83.298759	W
83.548915	83.826116	W
83.924150	85.286489	ECT
84.451507	84.809840	W
85.046474	85.374382	W
86.101188	86.726580	W
86.134993	90.593865	MW
86.855039	87.095054	FB
87.182947	87.619030	W
87.656216	87.865806	W
88.383022	89.082784	W
89.589859	90.117216	W
90.188206	90.489070	W
91.506599	91.871692	W
92.351722	92.723577	W
93.943935	94.349594	W
94.937800	95.326557	W
98.659725	98.909881	W
100.451387	100.731968	W
101.208617	101.550047	W
103.061128	103.449885	W
104.098940	104.443750	W
105.052239	105.373386	W
108.919525	109.277857	W
109.629428	109.947195	W
155.120739	157.422856	NOISE
157.541173	160.100208	NOISE
161.158302	162.946584	NOISE
196.072047	198.631081	NOISE
207.575869	210.266742	NOISE
214.431511	216.909413	NOISE
280.570881	282.518046	ECT
