0.000000	0.621238	ECT
1.214660	3.004197	NOISE
11.309009	12.406221	BPS
18.065361	18.581514	FB
18.831864	19.684908	FB
20.797573	22.265674	ECT
24.589908	26.095098	NOISE
26.231090	27.819729	NOISE
28.904578	30.366497	NOISE
30.545760	32.369295	NOISE
32.533104	34.242282	NOISE
42.234929	43.304324	BPS
49.244722	50.066858	BPS
60.383740	61.255328	FB
61.882748	62.707975	W
72.870320	74.492958	ECT
74.199337	75.055472	W
75.559262	76.869735	ECT
79.215605	81.462571	ECT
81.796370	83.245926	ECT
83.193384	84.241144	BPS
84.278233	86.083224	ECT
90.484434	90.765691	W
94.211863	95.880862	NOISE
95.955039	97.713669	NOISE
98.962327	100.928036	NOISE
101.026940	103.128641	NOISE
115.884115	118.229985	NOISE
118.350524	120.863294	NOISE
128.247066	129.152652	W
129.495724	129.702803	W
129.613172	129.934609	FB
141.636141	141.883400	W
161.073790	163.163128	NOISE
175.652799	175.884604	W
188.541175	192.237697	ECT
222.047861	223.179071	BPS
231.116085	231.845499	W
238.580217	239.992684	BPS
245.250028	246.047439	BPS
252.488536	253.888640	BPS
265.021477	265.852885	BPS
269.580315	271.774738	W
269.744124	271.873642	BPS
274.519313	275.984323	ECT
276.200675	277.053718	BPS
284.786744	285.166904	W
297.931651	300.194071	NOISE
