1.344374	2.059977	W
2.958222	3.554058	W
11.111298	11.246035	W
12.931743	13.204211	W
13.826994	14.012632	W
19.093708	19.378152	W
35.393871	36.139415	W
54.792982	55.828959	MW
54.861848	55.047485	W
55.215158	55.400795	W
55.493614	55.775064	W
57.107462	57.990737	W
58.586573	58.778199	W
62.356211	62.595743	W
62.907135	63.176608	W
70.850620	71.677006	W
73.150129	73.898667	W
77.362901	78.093474	W
78.533614	78.722246	W
80.961871	81.348117	W
88.357427	88.914339	BPS
91.821661	92.139041	W
98.220164	99.330994	W
101.396959	102.121544	W
104.256374	104.534830	W
109.801544	110.184795	W
111.645942	112.247766	W
113.897544	115.355696	BPS
116.292865	117.002480	BPS
143.895953	144.168421	W
165.274199	165.777216	W
170.493006	170.915181	W
174.331509	174.499181	FB
175.747743	176.385497	W
178.406550	178.652070	W
182.772023	183.487626	W
185.373942	186.161404	W
219.728842	220.666012	W
223.842807	224.462596	W
225.893801	227.295064	NOISE
229.995789	230.465871	W
248.802058	249.754199	W
251.865076	253.164538	BPS
253.230409	254.029848	FB
258.506105	259.185778	ECT
265.488468	267.207111	BPS
270.479719	273.497825	BPS
275.267368	275.704515	W
277.297404	278.405240	W
278.875322	279.075930	W
281.159860	281.597006	W
285.088187	285.698994	W
291.914854	292.181333	FB
292.507696	292.696327	W
292.875977	293.094550	W
293.334082	294.013754	BPS
298.537918	299.046924	FB
